accuracy,loss,val_accuracy,val_loss
0.3641098737716675,0.02088909223675728,0.5612431764602661,0.0019070690032094717
0.6597235798835754,0.0015171992126852274,0.7142266631126404,0.0011960460105910897
0.7241129279136658,0.0010965474648401141,0.7350362539291382,0.0011078875977545977
0.7405466437339783,0.0009271199232898653,0.7472721934318542,0.0006352501222863793
0.7490546703338623,0.00083934172289446,0.7585293054580688,0.0007506752153858542
0.7557258009910583,0.0007916430477052927,0.7827649712562561,0.000532411620952189
0.7600220441818237,0.0007492201984860003,0.77573561668396,0.0006571768317371607
0.7639187574386597,0.00072081433609128,0.7245892286300659,0.0009786611190065742
0.7657752633094788,0.0006932918331585824,0.8177683353424072,0.0004893986042588949
0.7687944173812866,0.0006699569057673216,0.7222349047660828,0.0008705570944584906
0.7726949453353882,0.0006544995703734457,0.7353653311729431,0.000738142931368202
0.7747201919555664,0.0006526543875224888,0.7609680891036987,0.000674099603202194
0.7743301391601562,0.0006346524460241199,0.7573226094245911,0.0008086410234682262
0.7752856016159058,0.0006256959168240428,0.7827818989753723,0.0004381587204989046
0.7771786451339722,0.0006124408100731671,0.7759718894958496,0.0008757220930419862
0.7768335938453674,0.0006176400929689407,0.7847227454185486,0.0005010553286410868
0.7762681841850281,0.0006007570191286504,0.7805709838867188,0.0004607281880453229
0.7743432521820068,0.0006015870603732765,0.7713813185691833,0.0004339971346780658
0.7741698026657104,0.0006020608125254512,0.804806649684906,0.0004993177717551589
0.7750877141952515,0.0005925407749600708,0.7910854816436768,0.0005100017297081649
0.77521151304245,0.0005954275839030743,0.7604617476463318,0.00048493078793399036
0.7754149436950684,0.0005851301248185337,0.7524535059928894,0.000457790243672207
0.7755302786827087,0.000578720704652369,0.7782418727874756,0.0005032949266023934
0.7746723890304565,0.0005775400204584002,0.7994228005409241,0.0005253722774796188
0.7758021950721741,0.0005792158772237599,0.7543690800666809,0.000534745107870549
0.77679044008255,0.0005695965373888612,0.7793473601341248,0.0005639826995320618
0.775534987449646,0.0005733941798098385,0.7867817878723145,0.0005322594079189003
0.7761416435241699,0.00057314767036587,0.7699467539787292,0.0005681209149770439
0.7759100198745728,0.0005731223500333726,0.7685712575912476,0.0013341865269467235
0.7764866948127747,0.0005613134708255529,0.7910179495811462,0.000460932933492586
0.7777665257453918,0.0005677550798282027,0.7666472792625427,0.000672884052619338
0.7774336934089661,0.0005587800987996161,0.7959882616996765,0.0003762894484680146
0.77564936876297,0.000557752966415137,0.7998531460762024,0.00032666107290424407
0.776609480381012,0.000554896891117096,0.7881994843482971,0.0006529910024255514
0.7773520946502686,0.00055121403420344,0.7793642282485962,0.0004364343185443431
0.7766610980033875,0.0005515964003279805,0.75706946849823,0.0005646025529131293
0.7767529487609863,0.000548676704056561,0.7819211483001709,0.00045188667718321085
0.7774327397346497,0.0005515500088222325,0.7660481333732605,0.00048608233919367194
0.7774336934089661,0.0005501923151314259,0.743061363697052,0.0004460151249077171
0.7777853012084961,0.0005454091005958617,0.7340995669364929,0.0011484826682135463
0.7777853012084961,0.000545417598914355,0.7948997020721436,0.0004777006688527763
0.7784368991851807,0.0005366106634028256,0.7638878226280212,0.0004536972555797547
0.7778621912002563,0.0005380089860409498,0.7643097639083862,0.0008153498638421297
0.7783825397491455,0.0005373540334403515,0.7761491537094116,0.000514513230882585
0.7779784202575684,0.0005375725449994206,0.7641156911849976,0.0008684452041052282
0.7779952883720398,0.0005377850611694157,0.7990261912345886,0.00034826164483092725
0.7778171300888062,0.000538407068233937,0.7522509694099426,0.0004515605396591127
0.7782241106033325,0.0005393234896473587,0.764048159122467,0.000487695710035041
0.777927815914154,0.0005357284098863602,0.8116503357887268,0.0004608387826010585
0.7777336835861206,0.0005330760614015162,0.8112368583679199,0.0003733989433385432
0.7780975103378296,0.000531368306837976,0.7364454865455627,0.000812925340142101
0.7792967557907104,0.0005295354058034718,0.7943596243858337,0.0004152194887865335
0.7787303924560547,0.0005267768865451217,0.7697104811668396,0.00046051916433498263
0.7787163257598877,0.0005302270292304456,0.7822755575180054,0.00041160694672726095
0.7792639136314392,0.0005286408122628927,0.7483439445495605,0.0003584416990634054
0.7801077961921692,0.0005171353695914149,0.7843345999717712,0.00037972512654960155
0.7789319753646851,0.0005240620812401175,0.6860754489898682,0.001591585110872984
0.7802652716636658,0.0005265131476335227,0.792984127998352,0.000290277530439198
0.779703676700592,0.0005217528087086976,0.762326717376709,0.0004662163264583796
0.7787725925445557,0.0005283359787426889,0.7978532314300537,0.0005136171821504831
0.780398428440094,0.0005201761960051954,0.7789760828018188,0.0004638874961528927
0.7795508503913879,0.0005241114413365722,0.8252196311950684,0.0004021312633994967
0.7797421216964722,0.0005203873151913285,0.7529091835021973,0.0003582098288461566
0.7803806066513062,0.0005222548497840762,0.7882585525512695,0.0003633020678535104
0.7806271910667419,0.0005145599134266376,0.7987223863601685,0.0004820575413759798
0.7801227569580078,0.0005187544738873839,0.7864695191383362,0.0004090818692930043
0.7805868983268738,0.0005168780335225165,0.7928322553634644,0.0006148677784949541
0.7800965309143066,0.0005179848521947861,0.7784022092819214,0.0005342908552847803
0.7801958918571472,0.0005198044236749411,0.7770098447799683,0.00046876579290255904
0.7790754437446594,0.0005255587748251855,0.796519935131073,0.0004976107156835496
0.7799867987632751,0.0005157593986950815,0.7851109504699707,0.0004738468851428479
0.779568612575531,0.0005177647690288723,0.7861995100975037,0.000382762256776914
0.7795142531394958,0.0005206642090342939,0.7837691903114319,0.00040768401231616735
0.7792536020278931,0.0005123474984429777,0.8029754757881165,0.00035320702590979636
0.780074954032898,0.000517227512318641,0.8101567029953003,0.000330855866195634
0.7803918719291687,0.0005141693400219083,0.7500738501548767,0.0007086051045916975
0.7802408933639526,0.0005134351085871458,0.7806721925735474,0.0003732329641934484
0.7805522084236145,0.000515460385940969,0.7812713384628296,0.0007024822407402098
0.7805746793746948,0.000513478007633239,0.8157261610031128,0.0003980876936111599
0.7806487679481506,0.0005141371511854231,0.8026041388511658,0.0002937856479547918
0.782029926776886,0.0005116925458423793,0.7580567598342896,0.0012802535202354193
0.7817561030387878,0.0005141537403687835,0.8127304911613464,0.00029831938445568085
0.7821677327156067,0.0005130249192006886,0.8004270195960999,0.00029992108466103673
0.7816042304039001,0.0005149638745933771,0.7851024866104126,0.000384469487471506
0.7815920114517212,0.000513873528689146,0.7863598465919495,0.0004188432649243623
0.782130241394043,0.0005097450921311975,0.8214306831359863,0.00026450000586919487
0.781694233417511,0.0005120446439832449,0.7813642024993896,0.0007763031171634793
0.781242311000824,0.0005108705372549593,0.761060893535614,0.0004633184289559722
0.7813351154327393,0.0005104215233586729,0.7816848754882812,0.0007859296747483313
0.7809357047080994,0.0005152461235411465,0.7648751735687256,0.0007721129804849625
0.7820345759391785,0.0005154408281669021,0.7900897264480591,0.00032708514481782913
0.7808700799942017,0.000518534448929131,0.8005029559135437,0.0003305444261059165
0.7810660004615784,0.0005147439078427851,0.8106799125671387,0.0003543039783835411
0.7814560532569885,0.0005137757980264723,0.810443639755249,0.0003157916944473982
0.7830013036727905,0.0005057170055806637,0.7477954030036926,0.0006359816761687398
0.781880795955658,0.0005102783907204866,0.7712041139602661,0.00044862620416097343
0.7821339964866638,0.0005107487086206675,0.7960895299911499,0.00035532700712792575
0.7819492816925049,0.0005033896886743605,0.7691028714179993,0.00046720498357899487
0.7827443480491638,0.000505126838106662,0.7494747042655945,0.00043753060162998736
0.7823120951652527,0.0005113071529194713,0.7969756126403809,0.00032569156610406935
