accuracy,loss,val_accuracy,val_loss
0.20154576003551483,0.05251261219382286,0.3132157027721405,0.0037085760850459337
0.4098302125930786,0.00245798472315073,0.3609866499900818,0.0015475136460736394
0.5171598792076111,0.0012071123346686363,0.49272170662879944,0.0015375004149973392
0.576160728931427,0.0008408918511122465,0.5894955992698669,0.0006424208404496312
0.6173458099365234,0.0006535550346598029,0.6665232181549072,0.0005555268144235015
0.6403025984764099,0.0005665723001584411,0.4552121162414551,0.0007641629199497402
0.6695545315742493,0.0004933436284773052,0.7338294982910156,0.0003207531408406794
0.6979307532310486,0.00045427351142279804,0.7482088804244995,0.0003293486952316016
0.7116332054138184,0.00041922248783521354,0.698978066444397,0.000964171951636672
0.7231490612030029,0.0003923571202903986,0.7225302457809448,0.0002870125463232398
0.7313026189804077,0.0003717067593242973,0.7079145908355713,0.0005920669063925743
0.7401153445243835,0.0003535293217282742,0.7586137056350708,0.000416331400629133
0.7472206354141235,0.00033921573776751757,0.7411373257637024,0.000291919510345906
0.7541337609291077,0.0003329174069222063,0.785245954990387,0.00022682396229356527
0.7651114463806152,0.0003162136999890208,0.7799380421638489,0.00027649785624817014
0.775872528553009,0.00031161989318206906,0.7653308510780334,0.0002867741568479687
0.786121666431427,0.0002984885941259563,0.8037348985671997,0.00019185022392775863
0.7913601994514465,0.0002942359715234488,0.8120132088661194,0.00021488877246156335
0.7976638078689575,0.00029000919312238693,0.8122410178184509,0.00022431790421251208
0.8017584085464478,0.0002810182922985405,0.8160130977630615,0.000250716955633834
0.8077948093414307,0.00027391393086872995,0.821337878704071,0.00034291346673853695
0.8093991279602051,0.00027042345027439296,0.8249833583831787,0.0002335725730517879
0.8109902739524841,0.0002656516735441983,0.8185109496116638,0.00021097979333717376
0.8127670288085938,0.0002652229159139097,0.7849928140640259,0.00039147291681729257
0.8143779039382935,0.0002566736948210746,0.7611958980560303,0.0002513232466299087
0.8155348896980286,0.00025551154976710677,0.8375821709632874,0.00015699891082476825
0.8157261610031128,0.0002558331470936537,0.7934651374816895,0.0002466097066644579
0.8164350390434265,0.0002476123336236924,0.7762841582298279,0.0003035870613530278
0.8188090920448303,0.0002445323043502867,0.8081398606300354,0.00026410084683448076
0.8192000985145569,0.00024250124988611788,0.8270254731178284,0.00026386036188341677
0.8188596963882446,0.00024088572536129504,0.8231690526008606,0.0002030022587860003
0.8212394118309021,0.00023758155293762684,0.8165109753608704,0.0002317488397238776
0.8217888474464417,0.00023532625345978886,0.8406453728675842,0.00018122595793101937
0.8227208256721497,0.00023217604029923677,0.8139287829399109,0.0002069224719889462
0.8234325051307678,0.0002317577600479126,0.8243420124053955,0.00022044328215997666
0.8237109780311584,0.00022739634732715786,0.7768073678016663,0.0003590938285924494
0.8247658014297485,0.0002205818600486964,0.8312616348266602,0.00016970290744211525
0.8238009810447693,0.00022331884247250855,0.848670482635498,0.00013559783110395074
0.8254915475845337,0.00021614917204715312,0.7985789179801941,0.00021985979401506484
0.8255805969238281,0.00021669603302143514,0.8318692445755005,0.00018491347145754844
0.8268492221832275,0.0002167471538996324,0.8513540029525757,0.0001322617317782715
0.8274061679840088,0.00021169445244595408,0.8118360042572021,0.0002552121295593679
0.828744113445282,0.0002116468094754964,0.8081905245780945,0.00027967896312475204
0.8286400437355042,0.00021019653650000691,0.8238610029220581,0.00020766007946804166
