accuracy,loss,val_accuracy,val_loss
0.33035168051719666,0.011329997330904007,0.5198602676391602,0.0010020023910328746
0.5441024899482727,0.001233152230270207,0.6634684205055237,0.0012238704366609454
0.6732721924781799,0.0007855109870433807,0.7615841031074524,0.0003305007703602314
0.7366517782211304,0.0006254341569729149,0.78028404712677,0.0004416532174218446
0.7689969539642334,0.0005600916338153183,0.7461583018302917,0.0005633982364088297
0.7874699831008911,0.0005031026666983962,0.7744191884994507,0.00033879076363518834
0.7999947667121887,0.0004873098514508456,0.7815836071968079,0.00036286163958720863
0.8046294450759888,0.0004639657272491604,0.8262659907341003,0.00022526636894326657
0.806920051574707,0.00043889068183489144,0.8075829148292542,0.000326940935337916
0.8080282807350159,0.0004345024353824556,0.8196670413017273,0.00023291366233024746
0.8094844222068787,0.0004111058951821178,0.8230677843093872,0.00018322312098462135
0.8102373480796814,0.0004112375318072736,0.8260634541511536,0.00024739259970374405
0.811122477054596,0.00040143204387277365,0.829489529132843,0.00022368741338141263
0.8112959265708923,0.0004007761599496007,0.8552863597869873,0.00017405598191544414
0.8126507997512817,0.00037187477573752403,0.7797355055809021,0.0005433530895970762
0.8129292726516724,0.000380065874196589,0.8327215313911438,0.00018535234266892076
0.8132911920547485,0.0003780733095481992,0.8492358922958374,0.0001908301201183349
0.8141884803771973,0.0003712723555509001,0.8230846524238586,0.0003423161688260734
0.8167322278022766,0.0003730505413841456,0.8344261050224304,0.0001983700058190152
0.8177626729011536,0.0003711002063937485,0.8521724939346313,0.00013629556633532047
0.8179436326026917,0.0003592025605030358,0.8261309862136841,0.00028968320111744106
0.8177608251571655,0.0003467963251750916,0.8081905245780945,0.0005077786627225578
0.8179540038108826,0.0003607642720453441,0.81939697265625,0.0003173337026964873
0.8181865215301514,0.0003515357384458184,0.8296329975128174,0.00018990010721608996
0.8175526857376099,0.00035290050436742604,0.8213462829589844,0.00030144487391225994
0.8202624320983887,0.00035454900353215635,0.8447043299674988,0.0002404931583441794
0.8181986808776855,0.0003383862494956702,0.8063002824783325,0.00048605777556076646
0.8193135261535645,0.0003326271253172308,0.8111018538475037,0.0003404767485335469
0.8200289607048035,0.00033992051612585783,0.849894106388092,0.00025661749532446265
0.8224161267280579,0.0003385903255548328,0.7936930060386658,0.00032181706046685576
0.8212271928787231,0.0003371683706063777,0.8142409920692444,0.00022091738355811685
0.8221808075904846,0.0003347158490214497,0.8343839645385742,0.0001871352142188698
